,age,workclass,education_level,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
21772,45,1,4,9,2,11,6,1,1,0,0,60,1
21773,60,6,2,10,1,13,1,1,1,0,0,40,1
21774,53,6,11,14,1,5,1,1,1,0,0,42,1
21775,37,6,4,9,1,9,1,1,1,0,0,40,1
21776,31,1,4,9,1,0,1,1,1,0,0,40,1
21777,29,1,7,11,7,10,1,1,1,0,0,44,1
21778,39,1,4,9,1,11,1,2,1,0,0,40,13
21779,31,5,1,13,1,6,1,1,1,0,0,40,1
21780,42,1,1,13,1,5,1,1,1,15024,0,45,1
21781,17,1,3,7,3,7,6,1,0,0,0,16,1
21782,19,1,4,9,3,0,6,1,0,0,0,20,1
21783,24,1,1,13,3,0,4,3,1,0,0,32,1
21784,62,1,4,9,1,10,1,1,1,6418,0,40,1
21785,34,1,12,2,3,0,0,1,0,0,0,40,32
21786,47,3,11,14,1,5,1,1,1,15024,0,55,1
21787,58,1,1,13,3,6,4,1,0,0,0,62,5
21788,23,1,7,11,3,6,4,1,0,0,0,36,1
21789,33,1,4,9,3,0,0,2,0,0,0,40,1
21790,76,1,4,9,5,9,4,1,1,0,0,6,1
21791,40,1,4,9,2,5,0,1,0,0,0,50,1
21792,28,1,9,4,2,0,0,1,0,0,0,50,1
21793,41,1,2,10,1,1,2,1,0,0,0,40,1
21794,46,5,4,9,1,13,1,1,1,7688,0,96,1
21795,22,4,2,10,3,9,4,1,0,0,0,40,1
21796,29,1,7,11,1,7,1,1,1,0,0,40,1
21797,26,1,4,9,3,0,0,1,1,0,0,40,1
21798,31,1,1,13,3,9,4,1,1,8614,0,40,1
21799,22,1,4,9,3,0,4,1,0,0,0,25,1
21800,41,1,2,10,3,11,4,2,1,0,0,43,1
21801,29,1,4,9,3,11,0,0,1,0,0,40,25
21802,60,1,7,11,1,1,1,1,1,7298,0,40,1
21803,72,4,4,9,1,9,1,1,1,0,0,40,1
21804,41,3,2,10,1,10,1,1,1,0,0,65,1
21805,19,1,2,10,3,0,6,1,0,0,0,25,1
21806,25,1,1,13,3,0,6,1,1,0,0,40,1
21807,24,1,1,13,3,5,4,1,1,0,0,45,1
21808,59,1,8,5,1,0,1,1,1,0,0,30,1
21809,17,1,3,7,3,2,6,1,1,0,0,30,1
21810,25,1,2,10,1,4,1,1,1,2885,0,43,1
21811,29,1,4,9,4,0,4,1,0,0,0,40,1
21812,43,1,4,9,1,2,1,1,1,0,0,55,1
21813,29,5,2,10,3,0,6,1,0,0,0,10,1
21814,29,6,2,10,2,9,0,2,1,0,0,40,1
21815,32,5,2,10,1,13,1,1,1,0,0,40,1
21816,50,2,4,9,1,5,1,1,1,0,0,45,1
21817,43,1,2,10,1,5,1,1,1,0,0,50,1
21818,41,1,4,9,3,8,0,1,0,0,0,40,1
21819,32,1,1,13,1,5,2,1,0,0,0,40,1
21820,54,6,11,14,3,6,4,1,0,0,0,45,1
21821,65,1,4,9,1,5,1,1,1,0,0,40,1
21822,70,3,2,10,1,5,1,1,1,0,0,40,1
21823,53,1,11,14,1,5,1,1,1,0,0,55,1
21824,37,1,1,13,1,5,1,1,1,0,1977,60,1
21825,21,1,2,10,3,11,6,1,1,0,0,30,1
21826,20,1,4,9,3,8,6,1,1,0,0,40,1
21827,47,6,4,9,2,9,0,1,1,0,0,38,1
21828,26,1,4,9,1,5,1,1,1,3942,0,45,1
21829,31,1,5,15,3,6,4,1,1,0,0,50,1
21830,45,2,2,10,1,11,1,1,1,0,0,40,1
21831,35,1,4,9,4,9,0,1,0,0,0,40,1
21832,55,1,1,13,1,5,1,1,1,0,0,45,1
21833,49,1,11,14,1,6,1,1,1,0,0,50,1
21834,33,3,4,9,3,0,0,3,1,0,0,40,20
21835,19,1,2,10,3,0,6,1,1,0,0,15,1
21836,48,3,1,13,1,5,1,1,1,0,0,60,1
21837,41,1,2,10,2,2,4,1,1,0,0,40,1
21838,29,1,1,13,1,1,1,1,1,0,0,35,1
21839,47,5,11,14,1,6,1,1,1,0,0,48,1
21840,53,5,11,14,1,5,1,2,1,0,0,40,1
21841,19,1,2,10,3,9,6,1,0,0,0,10,1
21842,71,1,4,9,2,0,4,1,0,0,0,16,1
21843,29,1,2,10,3,4,0,1,0,0,0,25,1
21844,43,5,2,10,1,0,1,1,1,0,0,40,1
21845,23,1,1,13,3,5,4,1,0,0,0,30,1
21846,52,1,2,10,2,9,4,1,0,0,0,40,1
21847,56,1,1,13,1,4,1,1,1,0,0,40,1
21848,28,1,13,6,3,2,4,1,1,0,0,40,1
21849,44,2,1,13,1,6,1,1,1,0,0,80,1
21850,37,4,1,13,3,6,4,1,0,0,0,40,1
21851,30,1,7,11,1,5,1,1,1,0,0,50,1
21852,31,5,4,9,1,2,1,1,1,0,0,40,1
21853,20,1,2,10,3,4,6,1,0,0,0,25,1
21854,64,1,4,9,1,4,1,1,1,0,0,65,1
21855,45,1,4,9,1,0,1,1,1,0,0,40,1
21856,40,1,2,10,3,5,4,1,1,0,0,50,1
21857,19,1,4,9,3,7,6,1,1,0,0,52,1
21858,54,1,1,13,2,5,0,1,1,0,0,45,1
21859,61,3,14,16,1,5,1,3,1,0,0,40,28
21860,18,1,3,7,3,0,6,1,0,0,0,20,1
21861,33,1,7,11,3,2,4,1,1,0,0,40,1
21862,51,1,4,9,4,0,4,2,0,0,0,37,1
21863,54,1,4,9,1,2,1,1,1,0,0,40,1
21864,24,1,2,10,1,13,0,1,1,0,0,24,1
21865,54,1,2,10,2,5,0,1,0,0,0,40,6
21866,42,1,1,13,1,5,1,1,1,0,0,45,1
21867,51,4,11,14,5,4,0,1,1,0,0,50,37
21868,41,1,2,10,1,9,2,2,0,0,0,40,1
21869,47,5,6,12,4,5,4,1,1,0,1408,40,1
21870,31,6,2,10,2,9,0,1,0,0,0,40,1
21871,21,1,7,11,3,2,6,2,1,0,0,40,1
21872,52,1,2,10,2,5,0,1,0,0,0,40,1
21873,20,1,2,10,3,6,6,1,0,0,0,15,1
21874,18,1,4,9,3,4,6,1,0,0,0,25,1
21875,58,1,4,9,1,12,0,3,0,0,0,60,16
21876,23,1,4,9,3,9,0,1,0,0,0,40,1
21877,21,1,2,10,3,4,4,1,0,0,0,20,1
21878,43,6,7,11,1,13,1,1,1,0,0,40,1
21879,53,1,4,9,2,8,6,1,1,0,0,40,1
21880,18,1,4,9,1,5,2,1,0,0,0,40,1
21881,44,1,1,13,1,5,1,1,1,0,0,40,1
21882,31,1,1,13,3,6,4,1,1,0,0,50,1
21883,48,1,12,2,1,0,1,1,1,0,0,40,1
21884,55,3,11,14,2,6,4,1,0,0,0,35,1
21885,24,1,2,10,3,9,6,2,0,0,0,20,1
21886,41,6,11,14,1,6,1,1,1,0,0,40,1
21887,35,1,4,9,1,2,1,1,1,0,0,40,1
21888,47,5,7,11,2,9,4,1,0,0,0,40,1
21889,54,1,2,10,1,4,1,1,1,0,0,32,1
21890,40,1,1,13,4,4,4,1,1,0,0,40,1
21891,56,2,2,10,2,4,0,1,0,0,0,48,1
21892,23,1,7,11,3,1,4,1,1,0,0,40,1
21893,34,2,4,9,1,2,1,1,1,0,0,60,1
21894,27,5,4,9,3,2,0,2,1,0,0,40,1
21895,32,1,1,13,3,6,4,1,1,0,0,40,1
21896,72,2,2,10,1,10,1,1,1,0,0,74,1
21897,43,5,10,8,1,11,1,1,1,0,1579,40,1
21898,32,1,6,12,2,6,0,2,0,0,0,35,1
21899,53,1,2,10,4,9,6,1,1,0,0,40,13
21900,18,1,10,8,3,0,6,1,1,0,0,10,1
21901,38,1,13,6,5,11,0,2,1,114,0,40,1
21902,41,4,7,11,2,9,6,2,0,0,0,40,1
21903,29,1,4,9,3,2,6,1,1,0,0,45,1
21904,47,1,2,10,1,9,2,1,0,0,0,40,1
21905,56,5,2,10,1,9,2,1,0,0,0,15,1
21906,28,1,4,9,1,2,1,2,1,2829,0,40,1
21907,55,6,5,15,1,6,1,1,1,15024,0,40,1
21908,50,6,1,13,6,6,4,1,1,6849,0,40,1
21909,47,1,3,7,2,9,0,1,0,0,0,40,1
21910,42,3,4,9,1,5,1,1,1,0,0,40,1
21911,22,1,2,10,3,8,6,1,1,0,0,25,1
21912,42,1,15,3,1,0,1,1,1,0,0,44,21
21913,42,4,2,10,2,5,0,3,0,0,0,40,1
21914,46,1,4,9,2,5,4,1,0,0,0,40,1
21915,45,1,2,10,1,4,1,2,1,15024,0,99,1
21916,55,1,4,9,1,5,1,3,1,0,0,55,1
21917,57,1,1,13,1,13,1,1,1,0,0,40,1
21918,25,1,10,8,3,2,6,1,1,0,0,40,1
21919,43,1,4,9,1,11,1,1,1,0,0,30,25
21920,34,3,1,13,2,10,4,1,1,0,0,60,1
21921,27,5,1,13,2,6,0,1,0,0,0,40,1
21922,25,1,4,9,3,8,6,1,0,2176,0,40,1
21923,37,1,2,10,3,5,4,1,0,0,0,40,1
21924,48,1,2,10,2,4,0,1,1,0,0,45,1
21925,38,1,4,9,1,0,1,1,1,0,0,45,1
21926,17,1,13,6,3,2,4,1,1,594,0,30,1
21927,70,1,7,11,1,8,1,1,1,9386,0,50,1
21928,37,1,4,9,2,9,0,1,0,0,0,37,1
21929,45,1,4,9,1,2,1,1,1,0,0,46,1
21930,56,1,4,9,1,4,1,1,1,0,0,55,1
21931,64,1,4,9,1,8,1,1,1,0,0,40,1
21932,35,5,2,10,2,9,6,1,0,0,0,38,1
21933,23,1,4,9,3,4,6,1,1,0,0,40,1
21934,42,5,4,9,1,13,1,1,1,0,0,90,1
21935,23,1,2,10,3,7,6,1,1,0,0,30,1
21936,56,5,4,9,1,11,1,1,1,0,0,40,1
21937,41,1,1,13,1,6,1,1,1,0,1887,40,1
21938,47,2,15,3,1,4,1,1,1,0,2179,50,21
21939,21,1,2,10,3,7,6,1,1,0,0,40,1
21940,29,1,4,9,3,2,6,2,1,0,0,40,1
21941,32,6,2,10,6,10,6,1,1,0,0,50,1
21942,72,1,8,5,5,0,0,2,0,0,0,20,1
21943,69,2,5,15,1,6,1,1,1,99999,0,40,1
21944,19,1,2,10,3,9,0,1,1,0,0,25,1
21945,25,5,1,13,3,2,6,1,1,0,0,25,1
21946,56,1,2,10,1,4,1,1,1,0,1848,50,1
21947,42,1,11,14,3,6,4,1,0,8614,0,50,1
21948,58,1,1,13,2,5,0,1,0,0,0,35,1
21949,24,1,1,13,3,1,6,1,1,0,0,40,1
21950,41,1,7,11,1,1,2,1,0,0,0,38,1
21951,40,1,13,6,1,5,1,1,1,0,0,40,1
21952,25,1,6,12,2,9,0,1,0,0,0,40,1
21953,43,3,1,13,1,4,6,3,0,0,0,40,16
21954,36,1,4,9,3,2,6,1,1,0,0,40,1
21955,41,1,4,9,1,8,1,1,1,0,0,40,1
21956,31,1,1,13,3,6,4,1,0,0,0,40,1
21957,22,1,4,9,3,5,6,1,0,0,0,40,1
21958,36,1,7,11,1,2,1,1,1,0,0,40,1
21959,42,1,13,6,1,8,1,1,1,0,0,40,1
21960,29,1,4,9,1,2,1,1,1,0,0,60,1
21961,25,1,4,9,3,9,0,1,0,0,0,46,1
21962,23,1,1,13,3,5,4,1,1,0,0,40,1
21963,34,1,4,9,4,4,0,2,0,0,0,20,1
21964,27,1,4,9,1,9,1,1,1,2580,0,45,1
21965,32,1,1,13,1,4,1,2,1,15024,0,50,1
21966,33,1,2,10,6,6,4,1,1,0,0,40,1
21967,38,1,1,13,2,5,4,1,0,0,0,55,1
21968,39,1,7,11,1,2,1,1,1,0,0,40,1
21969,50,1,1,13,1,5,1,1,1,0,0,40,1
21970,32,1,2,10,3,9,4,1,1,0,0,30,1
21971,40,4,4,9,1,5,1,1,1,0,0,40,1
21972,58,4,2,10,1,5,1,1,1,15024,0,40,1
21973,20,1,4,9,3,9,6,1,0,0,0,20,1
21974,56,1,1,13,1,9,1,1,1,0,0,50,1
21975,30,5,1,13,1,13,1,1,1,0,0,40,1
21976,39,1,2,10,2,5,0,1,0,0,0,39,1
21977,25,1,6,12,3,6,4,1,1,0,0,50,1
21978,33,1,4,9,1,8,1,1,1,0,0,40,1
21979,41,6,1,13,3,6,4,1,1,0,0,40,1
21980,50,1,2,10,2,2,4,1,1,0,0,40,1
21981,44,1,2,10,1,11,1,1,1,0,0,40,1
21982,27,1,1,13,3,5,4,1,1,0,0,40,1
21983,27,1,1,13,3,6,4,3,1,13550,0,40,1
21984,58,1,15,3,1,8,1,1,1,0,0,40,17
21985,25,1,2,10,3,1,6,1,1,0,0,15,21
21986,31,1,4,9,1,8,2,4,0,0,0,40,1
21987,39,1,4,9,1,5,1,1,1,0,0,50,1
21988,55,1,7,11,1,2,1,1,1,0,0,40,1
21989,22,1,7,11,3,0,6,1,0,0,0,12,1
21990,44,1,6,12,4,5,4,1,1,0,0,40,1
21991,44,1,10,8,2,11,4,1,0,0,0,40,1
21992,61,1,9,4,1,10,1,1,1,0,0,54,1
21993,32,1,7,11,1,8,1,1,1,0,0,40,1
21994,35,1,1,13,1,5,1,1,1,0,0,45,1
21995,28,1,2,10,1,2,1,1,1,0,0,40,1
21996,57,1,1,13,1,5,1,3,1,0,0,40,16
21997,32,1,14,16,1,6,1,1,1,0,0,65,1
21998,46,6,9,4,3,0,4,2,0,0,0,40,1
21999,26,2,4,9,1,0,2,1,0,0,1579,20,1
22000,43,3,4,9,1,2,1,1,1,0,0,40,1
22001,62,5,4,9,2,0,4,1,0,0,0,35,1
22002,60,6,11,14,1,6,1,3,1,0,0,38,12
22003,67,1,4,9,2,4,4,1,0,0,0,20,1
22004,19,1,4,9,3,4,0,2,0,0,0,30,1
22005,48,1,13,6,1,2,1,1,1,0,0,65,1
22006,19,6,4,9,3,9,4,1,0,0,0,20,1
22007,19,1,2,10,3,0,4,1,0,0,0,30,1
22008,43,1,4,9,2,5,0,1,0,0,0,40,1
22009,31,1,14,16,1,6,2,1,0,0,0,90,1
22010,65,1,2,10,1,5,2,1,0,0,0,45,1
22011,32,1,4,9,3,8,4,1,0,0,0,40,1
22012,36,6,11,14,1,6,1,1,1,0,0,40,1
22013,41,1,4,9,1,8,1,1,1,0,0,40,21
22014,33,5,2,10,1,13,1,1,1,3908,0,40,1
22015,34,1,1,13,1,4,1,1,1,0,1977,50,1
22016,27,1,2,10,3,2,4,1,1,0,0,45,1
22017,75,3,3,7,3,5,4,1,1,0,0,50,1
22018,51,1,4,9,1,2,1,1,1,0,1887,40,1
22019,47,1,4,9,1,10,1,1,1,0,0,40,1
22020,31,1,2,10,3,6,4,1,1,0,0,40,1
22021,40,1,11,14,3,5,4,1,0,0,0,40,1
22022,48,1,4,9,2,4,4,1,0,0,0,30,1
22023,36,5,1,13,3,13,4,2,1,0,0,40,1
22024,18,1,4,9,3,0,6,1,1,0,0,20,1
22025,33,1,4,9,3,5,4,1,0,0,0,40,1
22026,34,1,11,14,1,4,1,1,1,0,0,40,1
22027,51,1,2,10,1,2,1,1,1,3103,0,48,1
22028,39,6,6,12,2,6,4,1,0,0,0,40,1
22029,20,1,4,9,3,0,6,1,1,0,0,35,1
22030,67,5,2,10,2,9,4,2,0,0,0,20,1
22031,42,1,7,11,3,9,4,1,0,0,0,60,1
22032,59,1,3,7,1,8,1,1,1,0,0,40,1
22033,31,5,4,9,3,13,4,2,1,0,0,40,1
22034,19,1,2,10,3,0,0,2,0,2036,0,30,1
22035,47,1,2,10,2,5,4,1,0,0,0,48,1
22036,68,1,9,4,1,0,1,1,1,0,0,30,1
22037,30,1,2,10,1,7,1,1,1,0,0,40,1
22038,34,1,4,9,3,7,4,1,1,0,0,60,1
22039,49,1,9,4,1,8,1,1,1,0,0,40,1
22040,38,1,2,10,1,2,1,1,1,0,0,40,1
22041,60,1,2,10,1,4,1,1,1,7298,0,40,1
22042,24,1,1,13,3,9,4,1,1,0,0,40,1
22043,18,1,2,10,3,7,6,2,0,0,1602,35,1
22044,24,1,1,13,3,5,6,1,0,0,0,40,1
22045,21,1,15,3,1,0,1,1,1,0,0,40,21
22046,48,5,4,9,1,1,2,1,0,0,1848,40,1
22047,52,5,8,5,1,0,2,1,0,0,0,40,1
22048,48,1,4,9,2,7,4,1,1,0,0,40,1
22049,40,4,1,13,1,6,1,1,1,7688,0,66,1
22050,20,1,2,10,3,1,6,1,0,0,0,20,1
22051,31,1,4,9,2,4,0,1,0,0,0,25,1
22052,30,1,2,10,1,5,1,1,1,0,0,50,1
22053,51,1,4,9,3,7,6,1,0,0,0,40,1
22054,29,1,7,11,2,5,4,1,0,0,0,40,1
22055,56,2,11,14,3,4,4,1,1,0,0,16,1
22056,46,1,1,13,4,1,0,1,0,0,0,40,1
22057,41,1,2,10,4,6,6,1,0,0,3900,40,1
22058,29,1,15,3,3,0,0,1,0,0,0,40,37
22059,48,2,4,9,1,5,1,3,1,0,0,30,11
22060,34,3,4,9,2,4,4,1,0,0,0,50,1
22061,42,2,7,11,1,5,1,1,1,0,0,50,1
22062,25,1,4,9,3,0,0,1,0,0,0,30,30
22063,47,1,3,7,2,0,0,2,0,0,0,40,1
22064,23,1,4,9,3,4,6,1,1,0,0,40,1
22065,43,5,7,11,1,11,1,1,1,0,0,22,1
22066,19,5,2,10,3,0,6,2,0,0,0,35,1
22067,22,1,4,9,3,7,6,1,1,0,0,40,1
22068,40,5,1,13,2,6,0,1,0,0,0,70,1
22069,41,2,7,11,1,2,1,1,1,0,0,40,36
22070,71,3,1,13,1,5,1,1,1,0,2392,60,1
22071,42,1,4,9,1,9,1,1,1,0,0,45,1
22072,31,6,1,13,3,9,4,1,1,0,0,47,1
22073,58,2,4,9,1,10,1,1,1,0,0,70,1
22074,36,1,3,7,5,0,0,2,0,0,0,12,1
22075,31,1,4,9,1,11,1,1,1,0,0,65,1
22076,41,1,4,9,3,9,4,1,0,0,0,40,1
22077,35,1,2,10,1,2,1,1,1,0,0,40,1
22078,28,1,1,13,3,6,6,1,0,0,0,15,1
22079,27,1,10,8,1,10,6,1,1,0,0,55,1
22080,17,1,3,7,3,7,6,1,1,0,0,40,5
22081,35,2,4,9,2,4,4,1,1,0,0,50,1
22082,45,2,2,10,1,0,2,1,0,0,0,99,1
22083,44,1,1,13,2,9,0,1,0,0,0,40,1
22084,27,1,7,11,3,0,4,3,0,0,0,40,16
22085,51,1,8,5,1,2,1,1,1,0,0,40,1
22086,49,1,4,9,5,0,4,1,0,0,0,45,1
22087,64,2,13,6,1,6,1,1,1,0,0,10,1
22088,54,2,9,4,2,11,4,1,1,0,0,45,13
22089,43,1,4,9,1,2,1,0,1,0,0,40,21
22090,32,1,4,9,2,2,0,1,1,0,0,35,1
22091,36,1,6,12,3,4,4,2,1,10520,0,43,1
22092,26,2,4,9,3,4,0,3,1,0,0,50,1
22093,37,1,1,13,1,5,1,1,1,0,0,50,1
22094,38,1,6,12,2,9,0,1,0,0,0,40,1
22095,26,1,10,8,1,2,1,1,1,0,0,40,1
22096,50,1,1,13,1,2,1,1,1,0,1887,50,1
22097,47,1,2,10,1,2,1,1,1,7298,0,40,1
22098,42,1,4,9,2,8,4,1,0,0,0,40,1
22099,66,5,4,9,5,11,4,2,0,0,0,40,1
22100,43,1,4,9,4,9,4,2,0,0,0,32,1
22101,37,1,1,13,1,6,1,1,1,0,0,45,1
22102,37,1,13,6,2,5,0,1,0,0,0,35,1
22103,25,1,2,10,3,1,6,1,0,0,0,40,1
22104,29,1,1,13,1,2,1,1,1,0,0,50,1
22105,50,2,6,12,1,8,1,1,1,3103,0,40,1
22106,42,6,11,14,3,6,4,1,1,0,0,70,1
22107,32,1,4,9,3,2,6,1,1,0,0,40,1
22108,42,6,2,10,1,13,1,1,1,0,0,40,1
22109,41,2,4,9,1,5,1,1,1,0,0,50,1
22110,25,1,1,13,3,4,4,1,1,3325,0,40,1
22111,65,3,4,9,1,4,1,1,1,0,0,50,1
22112,32,1,2,10,1,8,1,1,1,0,0,50,1
22113,32,1,4,9,3,2,0,1,1,0,0,10,1
22114,24,1,2,10,1,2,1,1,1,0,0,60,1
22115,51,4,4,9,2,5,4,1,0,0,0,40,1
22116,28,1,3,7,6,0,0,1,0,0,0,35,1
22117,32,3,2,10,1,5,1,1,1,0,0,55,1
22118,77,1,5,15,1,5,1,1,1,0,0,40,1
22119,47,1,4,9,2,9,0,1,0,0,0,20,1
22120,26,1,4,9,3,7,4,1,1,0,0,40,1
22121,20,1,2,10,3,7,6,1,1,0,0,20,1
22122,57,6,2,10,1,6,1,2,1,0,0,35,1
22123,40,1,14,16,1,6,1,1,1,0,0,45,1
22124,50,1,11,14,1,4,1,1,1,0,0,40,1
22125,19,1,9,4,1,7,6,1,1,0,0,45,21
22126,54,4,10,8,1,9,1,1,1,0,0,40,1
22127,51,5,2,10,1,13,1,1,1,0,0,40,1
22128,51,5,1,13,1,9,1,1,1,0,0,50,1
22129,38,6,2,10,1,13,1,1,1,7688,0,40,1
22130,17,1,10,8,3,4,6,1,0,0,0,20,1
22131,32,1,1,13,3,5,4,1,1,0,0,40,1
22132,29,1,2,10,1,2,1,1,1,0,0,45,1
22133,42,1,2,10,2,4,0,1,1,0,0,40,1
22134,40,1,4,9,2,5,0,1,0,0,0,40,1
22135,27,1,2,10,1,2,1,1,1,0,0,40,1
22136,22,6,1,13,3,6,6,1,0,0,0,20,1
22137,58,1,3,7,5,0,4,1,0,0,0,40,1
22138,61,1,1,13,1,4,1,1,1,0,0,45,1
22139,42,1,1,13,1,2,2,2,0,0,0,35,1
22140,49,1,11,14,6,13,4,3,1,0,0,40,8
22141,43,1,4,9,2,8,4,2,0,0,0,40,1
22142,46,1,1,13,2,4,0,1,1,0,0,40,1
22143,28,1,4,9,1,11,1,1,1,0,0,45,1
22144,39,2,2,10,1,4,1,1,1,7688,0,50,1
22145,50,5,2,10,1,2,1,1,1,7688,0,40,1
22146,57,1,2,10,6,9,4,1,1,0,0,40,1
22147,47,1,4,9,1,0,2,1,0,0,0,38,1
22148,79,2,4,9,1,10,1,1,1,0,0,40,1
22149,40,1,4,9,1,12,2,1,0,0,0,45,1
22150,35,4,1,13,1,6,1,3,1,0,0,40,20
22151,35,5,1,13,1,5,1,1,1,0,1740,80,1
22152,30,1,1,13,1,0,1,1,1,0,0,60,1
22153,26,1,13,6,3,10,4,2,1,0,0,40,1
22154,49,1,4,9,3,11,0,2,0,1506,0,40,1
22155,48,1,4,9,1,2,1,1,1,0,0,40,1
22156,22,1,2,10,3,0,4,1,1,0,0,45,1
22157,22,1,3,7,3,0,6,1,0,0,0,30,1
22158,50,1,13,6,4,9,4,2,0,0,0,47,19
22159,47,2,4,9,1,10,1,1,1,0,0,60,1
22160,36,1,4,9,1,11,1,1,1,0,0,50,1
22161,44,1,6,12,1,2,1,1,1,0,0,40,1
22162,73,1,8,5,5,0,0,1,0,0,0,9,1
22163,34,1,1,13,1,6,1,1,1,0,0,40,1
22164,37,1,2,10,1,2,1,3,1,0,0,40,40
22165,46,1,2,10,1,9,2,1,0,0,0,40,1
22166,29,1,15,3,1,10,1,1,1,0,0,40,21
22167,24,1,7,11,1,2,1,1,1,0,0,40,1
22168,29,6,2,10,3,6,4,1,1,0,0,35,1
22169,18,1,10,8,3,9,6,1,0,0,0,20,1
22170,41,1,1,13,2,5,0,2,0,0,0,90,1
22171,59,1,4,9,1,2,1,1,1,0,0,40,1
22172,27,1,15,3,3,10,0,1,1,0,0,50,1
22173,50,1,6,12,1,2,1,1,1,0,0,45,1
22174,25,1,12,2,3,8,4,1,1,0,0,24,21
22175,42,1,1,13,2,5,0,1,0,0,0,45,1
22176,36,1,2,10,1,2,1,1,1,0,0,40,9
22177,62,1,2,10,1,9,1,1,1,0,0,60,1
22178,71,1,7,11,3,9,4,1,0,0,0,40,1
22179,38,1,1,13,2,5,4,1,1,0,0,55,1
22180,44,1,4,9,6,9,0,2,0,0,0,40,1
22181,49,2,2,10,1,10,1,1,1,0,0,60,1
22182,60,3,1,13,1,6,1,1,1,7688,0,40,1
22183,28,2,4,9,1,5,1,1,1,0,0,40,18
22184,26,1,1,13,3,4,4,1,0,0,0,55,1
22185,18,1,3,7,3,7,6,1,1,0,0,12,1
22186,43,1,7,11,1,2,1,1,1,0,0,50,1
22187,65,5,10,8,5,5,4,1,1,2009,0,44,1
22188,23,1,13,6,3,2,6,1,1,0,0,44,1
22189,21,1,2,10,3,0,6,1,0,0,0,35,1
22190,20,2,4,9,3,10,6,1,1,0,0,40,1
22191,19,1,2,10,3,4,6,3,0,0,0,18,16
22192,77,1,4,9,5,9,4,1,0,0,0,32,1
22193,32,1,7,11,1,1,1,1,1,0,0,40,1
22194,37,5,2,10,1,11,1,1,1,0,0,30,1
22195,29,2,4,9,1,11,1,1,1,0,0,45,1
22196,59,1,14,16,1,6,1,1,1,0,2415,45,1
22197,22,1,2,10,3,2,6,1,1,0,0,40,1
22198,31,1,4,9,1,2,1,1,1,0,0,48,1
22199,59,2,4,9,1,4,1,1,1,0,0,60,1
22200,29,4,2,10,3,0,4,1,0,0,0,40,1
22201,56,1,4,9,1,2,1,1,1,0,0,50,1
22202,19,1,2,10,3,9,6,1,0,0,0,20,1
22203,37,1,4,9,1,10,1,1,1,0,0,40,1
22204,58,6,11,14,1,5,1,1,1,0,0,40,1
22205,41,1,11,14,1,5,1,1,1,0,0,40,1
22206,29,1,4,9,3,4,0,1,1,0,0,38,1
22207,38,2,4,9,1,5,1,1,1,0,0,50,1
22208,36,1,11,14,1,6,1,1,1,0,1977,50,1
22209,19,1,2,10,3,2,6,1,1,594,0,40,1
22210,46,1,4,9,1,5,2,1,0,0,0,28,1
22211,42,1,11,14,1,6,2,1,0,0,0,45,1
22212,29,1,2,10,3,4,4,1,0,0,0,40,1
22213,42,1,1,13,1,6,1,1,1,7688,0,40,1
22214,29,1,6,12,1,9,1,1,1,0,0,40,1
22215,47,1,11,14,2,6,0,1,0,0,0,40,1
22216,37,1,3,7,1,2,1,1,1,0,0,40,1
22217,39,1,4,9,1,10,1,1,1,0,0,45,1
22218,46,1,1,13,2,4,0,2,0,0,0,35,1
22219,28,1,6,12,1,11,1,1,1,0,0,40,1
22220,36,1,2,10,1,10,1,1,1,0,0,56,1
22221,39,1,4,9,2,9,6,1,0,0,0,40,1
22222,44,1,2,10,1,6,1,1,1,0,0,40,1
22223,60,6,4,9,1,0,1,1,1,0,0,40,1
22224,35,1,1,13,3,5,4,1,0,0,0,50,1
22225,59,1,1,13,1,2,1,2,1,0,0,48,1
22226,21,1,2,10,3,4,6,1,0,0,0,60,1
22227,22,1,6,12,3,6,6,1,0,0,0,16,1
22228,31,1,2,10,1,5,1,1,1,15024,0,50,1
22229,40,1,1,13,1,5,1,1,1,0,1977,50,1
22230,33,1,4,9,1,4,1,1,1,0,0,45,1
22231,41,5,11,14,1,6,1,1,1,0,0,60,1
22232,31,2,6,12,1,0,2,1,0,0,0,35,1
22233,62,1,7,11,2,0,4,1,1,0,0,40,1
22234,43,1,4,9,1,6,2,1,0,0,0,35,1
22235,28,5,1,13,3,6,4,2,0,0,0,60,1
22236,43,1,13,6,1,8,1,2,1,0,1887,40,1
22237,55,2,11,14,1,4,1,1,1,3103,0,55,1
22238,42,1,4,9,4,0,0,1,0,0,0,25,1
22239,23,1,1,13,3,6,4,1,0,0,0,40,1
22240,55,4,2,10,1,9,1,1,1,0,0,40,1
22241,44,3,1,13,1,5,1,1,1,99999,0,45,1
22242,19,1,3,7,3,4,6,0,0,0,0,32,33
22243,23,1,4,9,3,8,6,1,1,0,0,40,1
22244,41,1,4,9,2,2,0,1,0,0,0,50,1
22245,51,1,4,9,4,7,0,1,0,0,0,40,1
22246,49,1,4,9,2,11,4,1,1,0,0,90,1
22247,29,6,11,14,3,6,0,3,0,0,0,20,28
22248,25,1,2,10,3,6,4,1,1,8614,0,40,1
22249,44,2,5,15,1,6,1,1,1,99999,0,50,1
